cellId,moduleId,topology,seriesCount,parallelCount,cycle,time,current,voltage,temperature,internalResistanceMOhm,capacityAh,referenceSoc,soh,nominalCapacityAh,sourceDataset,dataProvenance,measurementScope
C076,M7,96S1P,96,1,13,3600,100.2356,3.1917,33.0,0.46821,100.2356,0.0,0.982702,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C077,M7,96S1P,96,1,13,0,100.2851,3.4117,30.9,0.46705,100.2851,100.0,0.983187,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C077,M7,96S1P,96,1,13,1800,100.2851,3.3017,31.8,0.46705,100.2851,50.0,0.983187,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C077,M7,96S1P,96,1,13,3600,100.2851,3.1917,32.7,0.46705,100.2851,0.0,0.983187,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C078,M7,96S1P,96,1,13,0,100.3346,3.4118,30.6,0.46488,100.3346,100.0,0.983672,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C078,M7,96S1P,96,1,13,1800,100.3346,3.3018,31.5,0.46488,100.3346,50.0,0.983672,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C078,M7,96S1P,96,1,13,3600,100.3346,3.1918,32.4,0.46488,100.3346,0.0,0.983672,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C079,M7,96S1P,96,1,13,0,100.3741,3.412,30.2,0.46376,100.3741,100.0,0.98406,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C079,M7,96S1P,96,1,13,1800,100.3741,3.302,31.1,0.46376,100.3741,50.0,0.98406,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C079,M7,96S1P,96,1,13,3600,100.3741,3.192,32.0,0.46376,100.3741,0.0,0.98406,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C080,M7,96S1P,96,1,13,0,100.4137,3.4124,29.9,0.46162,100.4137,100.0,0.984448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C080,M7,96S1P,96,1,13,1800,100.4137,3.3024,30.8,0.46162,100.4137,50.0,0.984448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C080,M7,96S1P,96,1,13,3600,100.4137,3.1924,31.7,0.46162,100.4137,0.0,0.984448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C081,M7,96S1P,96,1,13,0,100.4434,3.4128,29.7,0.45951,100.4434,100.0,0.984739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C081,M7,96S1P,96,1,13,1800,100.4434,3.3028,30.6,0.45951,100.4434,50.0,0.984739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C081,M7,96S1P,96,1,13,3600,100.4434,3.1928,31.5,0.45951,100.4434,0.0,0.984739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C082,M7,96S1P,96,1,13,0,100.4632,3.4133,29.7,0.45845,100.4632,100.0,0.984933,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C082,M7,96S1P,96,1,13,1800,100.4632,3.3033,30.6,0.45845,100.4632,50.0,0.984933,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C082,M7,96S1P,96,1,13,3600,100.4632,3.1933,31.5,0.45845,100.4632,0.0,0.984933,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C083,M7,96S1P,96,1,13,0,100.4928,3.4139,29.9,0.45634,100.4928,100.0,0.985224,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C083,M7,96S1P,96,1,13,1800,100.4928,3.3039,30.8,0.45634,100.4928,50.0,0.985224,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C083,M7,96S1P,96,1,13,3600,100.4928,3.1939,31.7,0.45634,100.4928,0.0,0.985224,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C084,M7,96S1P,96,1,13,0,100.5027,3.4146,30.2,0.45429,100.5027,100.0,0.985321,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C084,M7,96S1P,96,1,13,1800,100.5027,3.3046,31.1,0.45429,100.5027,50.0,0.985321,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C084,M7,96S1P,96,1,13,3600,100.5027,3.1946,32.0,0.45429,100.5027,0.0,0.985321,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C085,M8,96S1P,96,1,13,0,100.473,3.4165,31.0,0.4564,100.473,100.0,0.98503,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C085,M8,96S1P,96,1,13,1800,100.473,3.3065,31.9,0.4564,100.473,50.0,0.98503,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C085,M8,96S1P,96,1,13,3600,100.473,3.1965,32.8,0.4564,100.473,0.0,0.98503,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C086,M8,96S1P,96,1,13,0,100.4829,3.4173,31.3,0.45435,100.4829,100.0,0.985127,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C086,M8,96S1P,96,1,13,1800,100.4829,3.3073,32.2,0.45435,100.4829,50.0,0.985127,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C086,M8,96S1P,96,1,13,3600,100.4829,3.1973,33.1,0.45435,100.4829,0.0,0.985127,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C087,M8,96S1P,96,1,13,0,100.4829,3.4182,31.4,0.45233,100.4829,100.0,0.985127,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C087,M8,96S1P,96,1,13,1800,100.4829,3.3082,32.3,0.45233,100.4829,50.0,0.985127,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C087,M8,96S1P,96,1,13,3600,100.4829,3.1982,33.2,0.45233,100.4829,0.0,0.985127,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C088,M8,96S1P,96,1,13,0,100.473,3.419,31.4,0.45034,100.473,100.0,0.98503,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C088,M8,96S1P,96,1,13,1800,100.473,3.309,32.3,0.45034,100.473,50.0,0.98503,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C088,M8,96S1P,96,1,13,3600,100.473,3.199,33.2,0.45034,100.473,0.0,0.98503,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C089,M8,96S1P,96,1,13,0,100.4632,3.4199,31.1,0.44835,100.4632,100.0,0.984933,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C089,M8,96S1P,96,1,13,1800,100.4632,3.3099,32.0,0.44835,100.4632,50.0,0.984933,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C089,M8,96S1P,96,1,13,3600,100.4632,3.1999,32.9,0.44835,100.4632,0.0,0.984933,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C090,M8,96S1P,96,1,13,0,100.4434,3.4207,30.8,0.44638,100.4434,100.0,0.984739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C090,M8,96S1P,96,1,13,1800,100.4434,3.3107,31.7,0.44638,100.4434,50.0,0.984739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C090,M8,96S1P,96,1,13,3600,100.4434,3.2007,32.6,0.44638,100.4434,0.0,0.984739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C091,M8,96S1P,96,1,13,0,100.4236,3.4215,30.4,0.44543,100.4236,100.0,0.984545,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C091,M8,96S1P,96,1,13,1800,100.4236,3.3115,31.3,0.44543,100.4236,50.0,0.984545,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C091,M8,96S1P,96,1,13,3600,100.4236,3.2015,32.2,0.44543,100.4236,0.0,0.984545,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C092,M8,96S1P,96,1,13,0,100.3939,3.4222,30.0,0.44349,100.3939,100.0,0.984254,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C092,M8,96S1P,96,1,13,1800,100.3939,3.3122,30.9,0.44349,100.3939,50.0,0.984254,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C092,M8,96S1P,96,1,13,3600,100.3939,3.2022,31.8,0.44349,100.3939,0.0,0.984254,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C093,M8,96S1P,96,1,13,0,100.3642,3.4229,29.9,0.44257,100.3642,100.0,0.983963,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C093,M8,96S1P,96,1,13,1800,100.3642,3.3129,30.8,0.44257,100.3642,50.0,0.983963,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C093,M8,96S1P,96,1,13,3600,100.3642,3.2029,31.7,0.44257,100.3642,0.0,0.983963,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C094,M8,96S1P,96,1,13,0,100.3247,3.4235,29.9,0.44167,100.3247,100.0,0.983575,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C094,M8,96S1P,96,1,13,1800,100.3247,3.3135,30.8,0.44167,100.3247,50.0,0.983575,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C094,M8,96S1P,96,1,13,3600,100.3247,3.2035,31.7,0.44167,100.3247,0.0,0.983575,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C095,M8,96S1P,96,1,13,0,100.2851,3.424,30.1,0.44076,100.2851,100.0,0.983187,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C095,M8,96S1P,96,1,13,1800,100.2851,3.314,31.0,0.44076,100.2851,50.0,0.983187,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C095,M8,96S1P,96,1,13,3600,100.2851,3.204,31.9,0.44076,100.2851,0.0,0.983187,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C096,M8,96S1P,96,1,13,0,100.2356,3.4243,30.4,0.43989,100.2356,100.0,0.982702,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C096,M8,96S1P,96,1,13,1800,100.2356,3.3143,31.3,0.43989,100.2356,50.0,0.982702,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C096,M8,96S1P,96,1,13,3600,100.2356,3.2043,32.2,0.43989,100.2356,0.0,0.982702,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C001,M1,96S1P,96,1,14,0,100.0357,3.4112,29.8,0.43133,100.0357,100.0,0.980742,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C001,M1,96S1P,96,1,14,1800,100.0357,3.3012,30.7,0.43133,100.0357,50.0,0.980742,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C001,M1,96S1P,96,1,14,3600,100.0357,3.1912,31.6,0.43133,100.0357,0.0,0.980742,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C002,M1,96S1P,96,1,14,0,100.1049,3.412,30.1,0.43317,100.1049,100.0,0.981421,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C002,M1,96S1P,96,1,14,1800,100.1049,3.302,31.0,0.43317,100.1049,50.0,0.981421,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C002,M1,96S1P,96,1,14,3600,100.1049,3.192,31.9,0.43317,100.1049,0.0,0.981421,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C003,M1,96S1P,96,1,14,0,100.1642,3.4129,30.2,0.43503,100.1642,100.0,0.982002,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C003,M1,96S1P,96,1,14,1800,100.1642,3.3029,31.1,0.43503,100.1642,50.0,0.982002,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C003,M1,96S1P,96,1,14,3600,100.1642,3.1929,32.0,0.43503,100.1642,0.0,0.982002,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C004,M1,96S1P,96,1,14,0,100.2235,3.4136,30.1,0.43689,100.2235,100.0,0.982583,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C004,M1,96S1P,96,1,14,1800,100.2235,3.3036,31.0,0.43689,100.2235,50.0,0.982583,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C004,M1,96S1P,96,1,14,3600,100.2235,3.1936,31.9,0.43689,100.2235,0.0,0.982583,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C005,M1,96S1P,96,1,14,0,100.2828,3.4144,29.9,0.43774,100.2828,100.0,0.983165,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C005,M1,96S1P,96,1,14,1800,100.2828,3.3044,30.8,0.43774,100.2828,50.0,0.983165,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C005,M1,96S1P,96,1,14,3600,100.2828,3.1944,31.7,0.43774,100.2828,0.0,0.983165,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C006,M1,96S1P,96,1,14,0,100.3322,3.415,29.5,0.43962,100.3322,100.0,0.983649,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C006,M1,96S1P,96,1,14,1800,100.3322,3.305,30.4,0.43962,100.3322,50.0,0.983649,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C006,M1,96S1P,96,1,14,3600,100.3322,3.195,31.3,0.43962,100.3322,0.0,0.983649,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C007,M1,96S1P,96,1,14,0,100.3915,3.4155,29.1,0.44148,100.3915,100.0,0.984231,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C007,M1,96S1P,96,1,14,1800,100.3915,3.3055,30.0,0.44148,100.3915,50.0,0.984231,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C007,M1,96S1P,96,1,14,3600,100.3915,3.1955,30.9,0.44148,100.3915,0.0,0.984231,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C008,M1,96S1P,96,1,14,0,100.4409,3.4161,28.8,0.44235,100.4409,100.0,0.984715,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C008,M1,96S1P,96,1,14,1800,100.4409,3.3061,29.7,0.44235,100.4409,50.0,0.984715,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C008,M1,96S1P,96,1,14,3600,100.4409,3.1961,30.6,0.44235,100.4409,0.0,0.984715,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C009,M1,96S1P,96,1,14,0,100.4805,3.4164,28.6,0.44325,100.4805,100.0,0.985103,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C009,M1,96S1P,96,1,14,1800,100.4805,3.3064,29.5,0.44325,100.4805,50.0,0.985103,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C009,M1,96S1P,96,1,14,3600,100.4805,3.1964,30.4,0.44325,100.4805,0.0,0.985103,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C010,M1,96S1P,96,1,14,0,100.52,3.4165,28.6,0.44415,100.52,100.0,0.98549,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C010,M1,96S1P,96,1,14,1800,100.52,3.3065,29.5,0.44415,100.52,50.0,0.98549,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C010,M1,96S1P,96,1,14,3600,100.52,3.1965,30.4,0.44415,100.52,0.0,0.98549,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C011,M1,96S1P,96,1,14,0,100.5595,3.4167,28.8,0.44505,100.5595,100.0,0.985878,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C011,M1,96S1P,96,1,14,1800,100.5595,3.3067,29.7,0.44505,100.5595,50.0,0.985878,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C011,M1,96S1P,96,1,14,3600,100.5595,3.1967,30.6,0.44505,100.5595,0.0,0.985878,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C012,M1,96S1P,96,1,14,0,100.5892,3.4166,29.2,0.44496,100.5892,100.0,0.986168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C012,M1,96S1P,96,1,14,1800,100.5892,3.3066,30.1,0.44496,100.5892,50.0,0.986168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C012,M1,96S1P,96,1,14,3600,100.5892,3.1966,31.0,0.44496,100.5892,0.0,0.986168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C013,M2,96S1P,96,1,14,0,100.5793,3.4177,29.9,0.45004,100.5793,100.0,0.986071,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C013,M2,96S1P,96,1,14,1800,100.5793,3.3077,30.8,0.45004,100.5793,50.0,0.986071,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C013,M2,96S1P,96,1,14,3600,100.5793,3.1977,31.7,0.45004,100.5793,0.0,0.986071,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C014,M2,96S1P,96,1,14,0,100.5991,3.4174,30.2,0.44998,100.5991,100.0,0.986265,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C014,M2,96S1P,96,1,14,1800,100.5991,3.3074,31.1,0.44998,100.5991,50.0,0.986265,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C014,M2,96S1P,96,1,14,3600,100.5991,3.1974,32.0,0.44998,100.5991,0.0,0.986265,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C015,M2,96S1P,96,1,14,0,100.6188,3.4169,30.4,0.44993,100.6188,100.0,0.986459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C015,M2,96S1P,96,1,14,1800,100.6188,3.3069,31.3,0.44993,100.6188,50.0,0.986459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C015,M2,96S1P,96,1,14,3600,100.6188,3.1969,32.2,0.44993,100.6188,0.0,0.986459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C016,M2,96S1P,96,1,14,0,100.6287,3.4164,30.3,0.4499,100.6287,100.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C016,M2,96S1P,96,1,14,1800,100.6287,3.3064,31.2,0.4499,100.6287,50.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C016,M2,96S1P,96,1,14,3600,100.6287,3.1964,32.1,0.4499,100.6287,0.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C017,M2,96S1P,96,1,14,0,100.6287,3.3778,30.0,0.44889,100.6287,100.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C017,M2,96S1P,96,1,14,1800,100.6287,3.2678,30.9,0.44889,100.6287,50.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C017,M2,96S1P,96,1,14,3600,100.6287,3.1578,31.8,0.44889,100.6287,0.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C018,M2,96S1P,96,1,14,0,100.6287,3.4151,29.7,0.44788,100.6287,100.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C018,M2,96S1P,96,1,14,1800,100.6287,3.3051,30.6,0.44788,100.6287,50.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C018,M2,96S1P,96,1,14,3600,100.6287,3.1951,31.5,0.44788,100.6287,0.0,0.986556,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C019,M2,96S1P,96,1,14,0,100.6188,3.4144,29.3,0.4469,100.6188,100.0,0.986459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C019,M2,96S1P,96,1,14,1800,100.6188,3.3044,30.2,0.4469,100.6188,50.0,0.986459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C019,M2,96S1P,96,1,14,3600,100.6188,3.1944,31.1,0.4469,100.6188,0.0,0.986459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C020,M2,96S1P,96,1,14,0,100.6089,3.4136,29.0,0.44592,100.6089,100.0,0.986362,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C020,M2,96S1P,96,1,14,1800,100.6089,3.3036,29.9,0.44592,100.6089,50.0,0.986362,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C020,M2,96S1P,96,1,14,3600,100.6089,3.1936,30.8,0.44592,100.6089,0.0,0.986362,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C021,M2,96S1P,96,1,14,0,100.5892,3.4127,28.8,0.44496,100.5892,100.0,0.986168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C021,M2,96S1P,96,1,14,1800,100.5892,3.3027,29.7,0.44496,100.5892,50.0,0.986168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C021,M2,96S1P,96,1,14,3600,100.5892,3.1927,30.6,0.44496,100.5892,0.0,0.986168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C022,M2,96S1P,96,1,14,0,100.5694,3.4119,28.8,0.44401,100.5694,100.0,0.985975,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C022,M2,96S1P,96,1,14,1800,100.5694,3.3019,29.7,0.44401,100.5694,50.0,0.985975,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C022,M2,96S1P,96,1,14,3600,100.5694,3.1919,30.6,0.44401,100.5694,0.0,0.985975,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C023,M2,96S1P,96,1,14,0,100.5398,3.411,29.0,0.44208,100.5398,100.0,0.985684,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C023,M2,96S1P,96,1,14,1800,100.5398,3.301,29.9,0.44208,100.5398,50.0,0.985684,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C023,M2,96S1P,96,1,14,3600,100.5398,3.191,30.8,0.44208,100.5398,0.0,0.985684,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C024,M2,96S1P,96,1,14,0,100.5002,3.4101,29.3,0.44017,100.5002,100.0,0.985296,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C024,M2,96S1P,96,1,14,1800,100.5002,3.3001,30.2,0.44017,100.5002,50.0,0.985296,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C024,M2,96S1P,96,1,14,3600,100.5002,3.1901,31.1,0.44017,100.5002,0.0,0.985296,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C025,M3,96S1P,96,1,14,0,100.4212,3.4105,30.1,0.44241,100.4212,100.0,0.984521,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C025,M3,96S1P,96,1,14,1800,100.4212,3.3005,31.0,0.44241,100.4212,50.0,0.984521,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C025,M3,96S1P,96,1,14,3600,100.4212,3.1905,31.9,0.44241,100.4212,0.0,0.984521,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C026,M3,96S1P,96,1,14,0,100.3816,3.4096,30.4,0.44151,100.3816,100.0,0.984134,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
